enzyme_name,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical
AF_Q88Q27,"(4.2065, 5.4149, 2.4253)",97.83388489208632,97.84085335018962,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q057P9,"(4.7484, 4.6259, 4.6054)",97.45589928057554,97.44735934664249,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B1KGX9,"(-2.018, 7.4003, -4.5818)",91.34810650887572,91.26707971288252,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q6CCB0,"(-4.8291, 5.2233, 9.2869)",83.2795061728395,83.83465379901959,Q6CCB0,2.7.11.22,2,7,11,22,1660,1410,35
AF_P34547,"(1.6479, 13.7306, 1.8513)",82.38281690140846,83.26640624999999,P34547,3.4.19.12,3,4,19,12,2254,3456,24
AF_A0L403,"(-2.6048, -1.9961, 1.4685)",97.79234597156398,97.81100157977885,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q2JIP1,"(7.1674, -1.4162, -5.4866)",93.90855,94.1736516129032,Q7NEW1,3.4.21.92,3,4,21,92,2314,1767,11
AF_B2I6G9,"(-1.9763, 4.6113, -5.7557)",93.39501492537312,93.62170888620828,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_P28547,"(0.3658, -1.1585, -12.1669)",93.91775862068964,94.09170446735396,Q8SRU0,2.7.11.1,2,7,11,1,1648,160,1
AF_P0A1Q4,"(10.2587, -1.4965, -15.9056)",87.78662420382166,87.80436570192047,Q8X5V3,3.6.4.12,3,6,4,12,2641,1354,0
AF_A4ITJ9,"(4.768, -0.9087, 1.6647)",98.00623786407768,97.9648746867168,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q4PFD9,"(-5.7298, 12.509, 0.7161)",67.02656574394463,67.5690079006772,Q9P7C7,3.6.4.13,3,6,4,13,2642,2264,6
AF_P26503,"(2.1527, 5.6788, -5.0907)",95.97310975609756,96.04449803921568,Q6ZDJ7,5.1.3.2,5,1,3,2,3082,2816,55
AF_Q2YDI9,"(-8.0323, 0.2143, -8.2105)",83.04586776859503,83.5979460580913,Q9D5H4,1.16.3.1,1,16,3,1,503,4429,23
AF_Q5PQT2,"(-17.5582, 14.2971, -4.3172)",65.68038525963149,66.74094170403586,Q13615,3.1.3.48,3,1,3,48,1978,2412,30
AF_Q15R45,"(22.3681, 29.7226, -11.7758)",91.28644495412844,91.3569425087108,Q1LTJ8,5.2.1.8,5,2,1,8,3108,1641,9
AF_Q2W2A3,"(-9.1943, -8.8403, 11.7447)",86.33457547169812,87.20241245136187,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_F4I3V3,"(1.7141, 0.6793, 5.3744)",79.48908805031446,79.89844632768362,P0C5E2,2.7.11.1,2,7,11,1,1648,9472,1
AF_O60139,"(9.7374, -7.3329, 5.3621)",86.82183811129849,86.8735144775493,O60139,3.4.19.12,3,4,19,12,2254,9473,24
AF_Q6CGK4,"(9.57, 4.5412, 1.4794)",64.12550561797752,64.53389228007183,Q6CGK4,5.2.1.8,5,2,1,8,3108,9474,9
AF_Q6KIK5,"(0.3204, 27.4567, -36.5021)",86.78666666666666,87.21333505287593,Q6KIK5,5.2.1.8,5,2,1,8,3108,9056,9
AF_Q1DN93,"(-16.8434, 11.7099, 6.426)",65.86671826625387,66.8743188522392,A2QIL5,2.7.11.1,2,7,11,1,1648,1716,1
AF_Q5R4V3,"(2.5793, 9.5149, -9.0691)",74.8157894736842,75.8060531309298,Q9CAI5,2.7.11.1,2,7,11,1,1648,2607,1
AF_P0A5S5,"(-12.9374, 11.8015, 3.1807)",84.17399361022363,84.56028626361889,A0QNG1,2.7.11.1,2,7,11,1,1648,3159,1
AF_Q9JHN8,"(-9.8187, 6.475, -1.3175)",87.58370078740157,87.47139029322548,Q9JHN8,2.7.11.1,2,7,11,1,1648,9477,1
AF_P56997,"(2.2597, 3.8162, -6.2721)",95.89991150442478,96.02540291634688,Q6ZDJ7,5.1.3.2,5,1,3,2,3082,2816,55
AF_Q9M0V6,"(0.5724, -8.5074, 2.4793)",85.96650793650794,86.44782885906041,Q00598,1.18.1.2,1,18,1,2,532,1695,5
AF_D3DKC4,"(-0.8923, 6.7109, -1.8742)",97.20416861826696,97.11794381350867,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_D3DKC4,"(-0.8923, 6.7109, -1.8742)",97.20416861826696,97.11794381350867,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_Q9PD25,"(26.155, 10.8658, -22.3694)",94.84706131078224,95.08257964477023,Q9HTD7,4.2.1.2,4,2,1,2,2870,876,31
AF_Q2RSR3,"(-6.8326, -4.7808, 0.5969)",91.93933014354069,92.31638211382116,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_B5YI37,"(-5.1531, 9.17, -2.4453)",92.4714111922141,92.56233684210528,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_Q5GYQ7,"(2.1411, 5.5918, -10.1106)",97.72213483146066,97.81134185303516,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_A5GFW1,"(-8.4788, 4.8566, 6.6649)",75.18089552238806,76.30055434444098,A4IGM9,2.7.11.1,2,7,11,1,1648,2300,1
AF_B7IXH2,"(1.2651, 5.7415, -1.8788)",95.90346153846154,95.96960036747818,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B7IXH2,"(1.2651, 5.7415, -1.8788)",95.90346153846154,95.96960036747818,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A7GTN7,"(-5.9305, 8.0278, 1.4713)",96.76003205128204,96.8113381173491,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q5FLU4,"(6.2933, 9.3616, -4.1379)",91.814142394822,91.90180131904368,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q836J8,"(7.3891, 16.0164, 7.8987)",86.53637658227849,86.82444046466601,A7Z368,3.6.4.12,3,6,4,12,2641,2418,0
AF_Q9C7S5,"(12.655, -3.0799, 6.0442)",82.7515890410959,82.76783148039787,Q9FIZ3,2.7.11.1,2,7,11,1,1648,2180,1
AF_O13622,"(7.317, 7.1223, -4.4434)",82.4376261682243,82.40733508604207,Q1K8F7,3.6.4.13,3,6,4,13,2642,1394,6
AF_Q5ZID5,"(-5.2008, -4.0186, -17.794)",73.9878223495702,75.28339527634576,D3ZJ96,3.4.19.12,3,4,19,12,2254,4479,24
AF_B7UXW5,"(4.2452, 0.1132, 5.5996)",88.86386363636365,89.0245802919708,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q03JS2,"(-0.4372, -0.3749, 4.9766)",92.94635542168676,92.9292109375,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q5N1U0,"(1.7929, -4.8621, 3.614)",89.87129353233831,90.22433269476372,Q9PGX7,6.1.1.1,6,1,1,1,3234,1752,3
AF_Q4R3Q1,"(-7.4155, 8.1316, -0.6668)",88.20218978102191,88.4658904109589,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_Q8KA01,"(0.6157, -10.832, -2.4764)",84.36812499999999,84.41792087312415,P57240,5.2.1.8,5,2,1,8,3108,8825,9
AF_P21709,"(3.7598, -0.6381, -43.4045)",80.28214139344261,80.64237417654809,P21709,2.7.10.1,2,7,10,1,1646,90,4
AF_O60045,"(-7.3601, 6.9583, 3.5109)",90.37335164835166,90.2411724137931,Q4R383,5.2.1.8,5,2,1,8,3108,787,9
AF_Q97VY9,"(3.5093, 1.8475, -14.6172)",94.7964548022599,94.8418108155716,P0DMI1,3.6.4.12,3,6,4,12,2641,2875,0
AF_Q03855,"(-26.4328, -4.5779, 33.7671)",66.81364102564102,67.51016648803143,Q12337,2.7.7.7,2,7,7,7,1763,905,2
AF_Q5PIA7,"(5.1817, -6.9957, -0.9894)",91.60372023809524,91.82196387394312,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q07498,"(20.9887, 3.9935, -18.3511)",81.43671052631579,81.81410119667014,P21709,2.7.10.1,2,7,10,1,1646,90,4
AF_Q11QQ3,"(-0.7436, -9.031, -4.8703)",96.47926282051282,96.47955422203172,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_C5BTJ0,"(9.6122, 2.2841, -4.353)",91.55313084112149,91.74393810679612,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_A6VW20,"(-7.3401, -8.7175, 7.4756)",92.263,92.65104256631707,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_P09052,"(-12.3336, 3.6745, -5.6922)",72.2134795763994,73.14258444619011,A7TKR8,3.6.4.13,3,6,4,13,2642,730,6
AF_Q9Z0G2,"(-7.8492, -11.2426, 10.6842)",79.46256637168142,81.45473888255417,Q9UPE1,2.7.11.1,2,7,11,1,1648,2238,1
AF_P53667,"(-4.3053, 8.2946, 4.6245)",75.52313755795981,76.30111853744839,O42565,2.7.11.1,2,7,11,1,1648,3905,1
AF_Q03WL0,"(3.2946, 17.7076, -0.4139)",94.76742277992278,94.8792596541104,P70753,3.2.1.23,3,2,1,23,2114,2829,53
AF_Q5PEN6,"(-7.1623, -6.1187, -8.0791)",98.11340909090907,98.1497432306256,Q6QGJ5,2.1.1.45,2,1,1,45,1044,547,26
AF_Q4UG71,"(1.0451, -4.4828, -6.8225)",94.38542253521126,94.18495188101488,Q4UG71,5.2.1.8,5,2,1,8,3108,9488,9
AF_Q46RR4,"(0.0701, -3.0301, 3.9227)",97.79339622641513,97.7952038593215,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B7N983,"(-1.6029, -3.0831, -4.7872)",96.17482638888887,96.2140422599908,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_B7N983,"(-1.6029, -3.0831, -4.7872)",96.17482638888887,96.2140422599908,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A7Z171,"(-2.1879, 1.6654, -2.9585)",93.43175595238095,93.43829165063484,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q8AYC9,"(-8.6716, 3.5348, 2.6687)",77.14470588235294,78.28547543581617,O35280,2.7.11.1,2,7,11,1,1648,3748,1
AF_Q5FAF7,"(-10.0593, -2.3891, 2.3917)",93.19327146171696,93.36568297808464,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_A6ZWD3,"(-3.5019, 2.0141, -8.1873)",74.83209076175041,75.38000208681134,A7TKR8,3.6.4.13,3,6,4,13,2642,730,6
AF_P51139,"(3.8197, -5.8247, -10.9625)",86.4932116788321,87.26309040590404,Q96287,2.7.11.1,2,7,11,1,1648,806,1
AF_Q61JF9,"(-13.0067, -0.9557, 0.7793)",93.54698717948718,93.7974291219378,Q553V1,2.3.3.16,2,3,3,16,1262,1979,50
AF_Q10ZY2,"(2.157, 1.7123, 8.1806)",91.08592125984252,90.9721522905489,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_Q9DE49,"(-19.0287, 9.5124, -9.2342)",74.93582625118036,75.0708659520655,O97799,2.7.10.1,2,7,10,1,1646,2621,4
AF_Q75JR3,"(4.3959, -6.6852, 3.4831)",96.0702427184466,96.21201775872628,P41939,1.1.1.42,1,1,1,42,126,1929,20
AF_P37477,"(3.9464, 1.0258, -14.4529)",95.22132264529056,95.160044411547,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_C4KJ87,"(-8.2875, 7.3119, -1.7337)",92.4909972299169,92.60160055191449,O29482,6.1.1.1,6,1,1,1,3234,1315,3
AF_Q4P3U9,"(-6.3963, 7.4192, 2.8831)",75.36204991087345,76.17632442569152,Q0CNX1,3.6.4.13,3,6,4,13,2642,851,6
AF_Q4JU69,"(-8.7005, -1.2045, -4.5355)",96.86704128440368,96.90034159613056,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_B9KKV4,"(3.3427, 2.825, 5.031)",91.71193548387096,91.8901974183751,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_A3EZ55,"(-6.505, -7.5779, 2.2383)",86.484,86.93292874190247,O44408,2.7.11.24,2,7,11,24,1663,742,28
AF_A4VZY0,"(9.6781, -0.2314, -13.7605)",94.83792338709678,94.81690356604722,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_P38111,"(11.0139, 19.4162, -37.3227)",84.04274070945945,84.24220843930037,Q6CT34,2.7.11.1,2,7,11,1,1648,3368,1
AF_P0DP90,"(-2.2126, 7.4083, 5.0968)",96.5112591240876,96.43768140317157,P07342,2.2.1.6,2,2,1,6,1103,1274,40
AF_Q1GE28,"(2.2611, 1.0638, 5.7753)",96.6841,96.70745931283906,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q1GE28,"(2.2611, 1.0638, 5.7753)",96.6841,96.70745931283906,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A5E8S0,"(4.1563, -9.6952, -0.2395)",96.67945578231291,96.6883905380334,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A5E8S0,"(4.1563, -9.6952, -0.2395)",96.67945578231291,96.6883905380334,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q04I74,"(-8.2684, -2.1849, 1.0169)",94.27476076555024,94.42249179349449,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_B0U3L0,"(-3.4509, 3.0743, -6.6256)",93.49874626865672,93.71848594377512,Q5QUZ5,3.2.1.52,3,2,1,52,2133,1512,45
AF_P53682,"(-4.7847, 11.0614, -6.9623)",75.2114606741573,75.56147695202259,Q9ZSA3,2.7.11.1,2,7,11,1,1648,2225,1
AF_A4J4E2,"(-37.5182, -5.7043, 18.0449)",87.12839826839827,87.25975203031943,B8I2Y3,3.6.4.12,3,6,4,12,2641,2438,0
AF_Q5JKF2,"(-3.2806, 8.0346, 2.6087)",69.7238888888889,69.86212047803618,Q5JKF2,3.6.4.13,3,6,4,13,2642,9495,6
AF_Q54TN4,"(5.2186, -4.8749, -4.4845)",62.83619580419581,64.09115329512893,Q54TN4,2.7.11.1,2,7,11,1,1648,9497,1
AF_A8A161,"(3.3783, -3.6214, 0.7359)",90.85802955665024,91.27759020618556,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q2P892,"(-7.0971, 0.9433, 1.836)",94.0962282878412,94.2172428115016,Q9PGX7,6.1.1.1,6,1,1,1,3234,1752,3
AF_Q6L195,"(6.1246, -2.0768, -4.5562)",91.11911111111112,91.1344780278671,B8DZX8,6.5.1.1,6,5,1,1,3365,609,27
AF_P34152,"(15.6795, 19.8096, -17.7024)",74.51200570342206,75.1184148961566,Q91738,2.7.10.2,2,7,10,2,1647,3170,39
AF_P28217,"(-2.9691, 5.964, 4.2763)",92.7611111111111,93.04422790202342,P28204,3.1.3.48,3,1,3,48,1978,3260,30
AF_A8Z2J6,"(-27.4395, 25.4005, 28.5057)",92.37505773672056,92.3933772314896,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_O67581,"(0.5539, 6.1162, 7.6418)",95.30128742514972,95.2574213592233,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q59TB2,"(5.5848, 11.9426, -9.5836)",81.02918055555557,80.91389236111111,O74727,3.6.4.13,3,6,4,13,2642,9133,6
AF_Q09158,"(-0.7522, 1.7024, 0.81)",91.08564814814814,91.36143564356436,Q09158,1.18.6.1,1,18,6,1,536,9502,43
AF_Q6FP74,"(-9.8326, 3.0167, -10.9004)",61.16055627425615,61.80434900831734,Q6BLJ9,2.7.11.1,2,7,11,1,1648,2403,1
AF_A3LQW7,"(0.0958, -4.3635, -3.9393)",83.08886792452832,83.55337618239146,A3LNL1,3.6.4.13,3,6,4,13,2642,3455,6
AF_Q9XT18,"(8.7639, 5.2026, -4.35)",80.5254524361949,81.14050911194677,Q96BR1,2.7.11.1,2,7,11,1,1648,2074,1
AF_Q2P1U6,"(1.9353, 5.8914, -13.1614)",94.60970297029702,94.72619166458696,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_F4JTP5,"(-5.3688, 14.8731, -9.0136)",75.64417391304347,76.68722514235655,O22558,2.7.11.1,2,7,11,1,1648,1651,1
AF_Q3Z5A4,"(-4.2758, -3.4542, 1.0288)",96.02794871794872,95.96889369369369,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_Q6BSM3,"(-3.3028, 0.3446, 15.3948)",82.9942996742671,83.37125809061489,Q2GV49,3.6.4.13,3,6,4,13,2642,2417,6
AF_A0AIY1,"(-2.5396, 4.9055, 0.7742)",91.564,91.57714011516316,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q8XYP7,"(-7.5634, -9.3562, 7.3187)",92.24769585253456,92.3964019253911,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_Q0CXD0,"(-10.1736, 8.7883, -3.2681)",87.57714646464648,87.83380480000001,Q8SR63,3.6.4.13,3,6,4,13,2642,453,6
AF_A0LPR5,"(-4.5688, 2.1697, -18.5776)",94.62309859154932,94.47727477477476,Q1H149,2.3.1.191,2,3,1,191,1150,1894,48
AF_B3EH88,"(-0.7186, -7.203, -2.9422)",92.79536496350364,93.1775106685633,P08624,1.18.6.1,1,18,6,1,536,1432,43
AF_P0CP71,"(-4.825, 7.2719, -20.6405)",63.70173076923077,65.08691858923362,Q8TFN2,2.7.11.1,2,7,11,1,1648,2397,1
AF_Q661P9,"(-5.5266, -1.5564, -0.6432)",91.68414814814815,91.8901314180929,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q55GJ2,"(-11.1045, -7.7464, 11.4721)",61.43322154471544,62.03960910005027,Q55GJ2,2.7.11.1,2,7,11,1,1648,9506,1
AF_Q9V3G3,"(1.8759, -3.1159, 2.3622)",82.26696666666666,82.2727245508982,Q4G338,5.2.1.8,5,2,1,8,3108,5819,9
AF_Q2GLG0,"(-6.1728, 11.1082, 26.328)",87.08047120418847,87.07747467927076,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_Q72T73,"(9.6535, -2.0731, 2.2777)",85.77688679245283,86.194609929078,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_A7H552,"(-5.2954, 6.6756, 3.0867)",91.32554471544717,91.28724252491692,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
AF_B8ZPM2,"(-8.2382, -2.7721, 1.5725)",94.4386842105263,94.57186213070725,Q5E424,6.1.1.1,6,1,1,1,3234,46,3
AF_Q1H1G1,"(-5.2275, 17.277, -33.9321)",92.42147465437787,92.46830434782608,Q2W3H8,5.2.1.8,5,2,1,8,3108,1148,9
AF_B7UYK8,"(1.3901, 11.1405, -10.196)",95.47186507936506,95.61911867801705,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_A3MWU9,"(-1.0831, 9.8409, 1.1173)",97.31944983818772,97.26882000855066,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_A0RJ26,"(1.157, -6.9589, -1.5428)",91.68517857142858,91.67413622526637,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q9SI06,"(21.7878, -3.9748, 0.4737)",84.41409192825114,84.70241576242147,Q8L4H4,2.7.11.1,2,7,11,1,1648,3332,1
AF_P41560,"(1.9277, 9.6782, 0.0005)",96.04602409638554,96.2916919191919,D4GU92,1.1.1.42,1,1,1,42,126,436,20
AF_Q2SZ62,"(-9.8403, 0.6208, -4.3245)",92.8204842615012,92.9833623910336,Q9PGX7,6.1.1.1,6,1,1,1,3234,1752,3
AF_B0VQ58,"(4.5933, -4.1772, -10.2944)",95.67260162601627,95.77787027579164,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q5HF97,"(-30.6925, 25.3653, 27.3832)",92.28842956120091,92.30670471173543,Q5WEN8,5.2.1.8,5,2,1,8,3108,173,9
AF_Q4WJW8,"(0.8062, 6.2463, 0.0883)",87.67777089783281,88.1875704225352,Q6FUX5,1.6.2.2,1,6,2,2,801,2404,51
AF_A9M5C2,"(-7.8143, -9.768, 5.4756)",93.42133971291864,93.41497555012226,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_A6TTY3,"(2.8258, -2.4286, 1.9393)",92.8179411764706,93.21559922367784,P08624,1.18.6.1,1,18,6,1,536,1432,43
AF_P41242,"(-3.2015, 10.7752, -3.2907)",82.78344554455445,83.16286910197869,Q9V9J3,2.7.10.2,2,7,10,2,1647,1241,39
AF_A3CSG3,"(0.4889, -4.1102, -1.7794)",92.92580555555556,92.95437061646363,A2RNH9,2.7.7.7,2,7,7,7,1763,28,2
AF_A4SG11,"(2.9724, 3.0721, 4.5546)",89.49372832369943,89.71866314199396,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_P63978,"(2.2697, -4.0477, -27.7489)",89.31983108108108,89.63116153846153,Q0A9G3,2.7.7.7,2,7,7,7,1763,1068,2
AF_A7GHT9,"(-14.1596, -3.7099, 4.2905)",90.45659898477156,90.38909499358152,Q7MA70,3.6.4.12,3,6,4,12,2641,15,0
AF_O94324,"(-6.4304, 5.3779, -24.1445)",59.44633720930233,59.32250206440957,O94324,2.7.11.1,2,7,11,1,1648,9514,1
AF_Q4QEY9,"(-4.6437, -3.9205, 12.0971)",75.12676384839651,76.73315911730545,A4H8F7,2.1.1.228,2,1,1,228,989,4225,14
AF_Q54TD7,"(6.0733, -4.0615, -7.2923)",63.62157446808511,63.529990878290334,Q54TD7,3.6.4.13,3,6,4,13,2642,9519,6
AF_P9WG40,"(-10.9845, 7.6336, 1.6448)",92.848786407767,92.78747904577692,P07342,2.2.1.6,2,2,1,6,1103,1274,40
AF_D4GU92,"(4.0305, 7.1533, 5.7501)",95.454892601432,95.62771118012422,D4GU92,1.1.1.42,1,1,1,42,126,436,20
AF_A5UPY6,"(-0.6791, 11.4594, 1.9263)",97.17145631067962,97.17616557734203,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_C5CJT4,"(7.4933, 2.4112, -6.4702)",94.33504950495048,94.53099104859334,A0LDT4,3.4.21.92,3,4,21,92,2314,189,11
AF_B2FUB5,"(9.2824, -6.4481, -7.5709)",95.57845238095238,95.67596790890268,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q27152,"(2.8783, -1.7682, 18.474)",70.79808988764046,71.08223446234791,Q9FHA3,2.7.7.7,2,7,7,7,1763,5896,2
AF_A1UR21,"(2.0568, 2.6922, -10.4904)",96.09702586206896,96.18238888888888,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q2NJZ8,"(11.1689, -0.3156, -9.8881)",93.79711693548388,93.72623206333496,Q03Z44,6.1.1.6,6,1,1,6,3256,260,15
AF_Q4ZUA4,"(-0.0242, 4.7541, -2.7174)",95.1074,95.02985141828005,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q4ZUA4,"(-0.0242, 4.7541, -2.7174)",95.1074,95.02985141828005,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_C9JJH3,"(-10.1851, -6.9548, -5.8596)",68.39201886792453,68.33171346977629,G5E8I7,3.4.19.12,3,4,19,12,2254,2004,24
AF_Q9BSY9,"(7.556, 2.2473, -3.648)",85.41149484536083,85.75368630046327,Q9BSY9,3.4.19.12,3,4,19,12,2254,4730,24
AF_P54273,"(5.2488, 7.2794, -8.9506)",98.10727891156462,98.13506632797066,A1A0H0,5.3.1.5,5,3,1,5,3131,475,22
AF_Q5T1V6,"(-6.8685, 6.1736, -1.7514)",78.59760904684975,79.00658243579123,Q0E2Z7,3.6.4.13,3,6,4,13,2642,6174,6
AF_P54758,"(25.9164, -4.9082, -6.9082)",77.81132367149759,78.24369549240569,P21709,2.7.10.1,2,7,10,1,1646,90,4
AF_Q3MC52,"(1.6429, -1.3584, -15.0743)",93.71516393442624,93.8241865284974,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q8FRT0,"(2.7109, 6.1941, -2.0516)",95.61867374005308,95.3817738054314,Q9RVZ8,2.3.1.31,2,3,1,31,1200,2776,38
AF_A2RAL4,"(0.8494, 16.3256, -7.602)",96.87202325581396,96.99258240923592,A1CMH6,3.2.1.21,3,2,1,21,2112,2198,12
AF_Q6FST5,"(-9.9105, 4.8122, -4.6915)",71.83933947772658,72.42029984423677,P53734,3.6.4.13,3,6,4,13,2642,8594,6
AF_Q9SY91,"(-10.2727, 9.8377, 3.603)",79.75830188679247,80.13619981889525,F4J0D2,2.7.11.1,2,7,11,1,1648,6471,1
AF_P75404,"(-10.1498, 49.1285, 20.7166)",87.0243004587156,86.94167926951063,P75404,2.7.7.7,2,7,7,7,1763,3751,2
AF_F1M625,"(8.0878, 10.5115, -3.8809)",89.41959016393443,89.92391669465906,P34547,3.4.19.12,3,4,19,12,2254,3456,24
AF_A4FP42,"(3.0553, 2.5939, 6.0092)",96.76335689045936,96.8143761996161,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_A4FP42,"(3.0553, 2.5939, 6.0092)",96.76335689045936,96.8143761996161,B4U8W9,1.5.1.5,1,5,1,5,767,294,16
AF_Q95QC4,"(-7.1588, 5.1506, 8.5911)",65.92943890274314,66.69731869173644,Q95QC4,2.7.11.1,2,7,11,1,1648,9525,1
AF_A1W6V2,"(5.4584, -1.5359, -1.5628)",95.19646892655368,95.2444971098266,Q4JCM0,1.18.1.2,1,18,1,2,532,104,5
AF_Q4A9R6,"(2.6718, -5.1754, 1.3598)",92.99270440251571,93.06021268215834,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q7WS85,"(6.6356, 11.017, -0.7845)",96.99955128205129,97.01585889570552,P83778,1.1.1.37,1,1,1,37,110,458,21
AF_Q8BMJ2,"(3.0033, 2.9832, -2.7701)",89.8502886247878,90.18598070398642,P10857,6.1.1.4,6,1,1,4,3254,2540,46
AF_Q2IPJ5,"(3.1094, -5.5483, 1.0544)",90.88061403508772,91.07536846124476,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q4VSN4,"(13.1081, 3.7885, 7.1125)",80.61227712137486,81.53795494639706,Q4VSN4,2.7.12.1,2,7,12,1,1670,6463,13
AF_Q6G1M0,"(6.1505, 6.8405, 4.6461)",96.53259375,96.56801523487093,Q838C9,1.1.1.37,1,1,1,37,110,529,21
AF_Q2IS53,"(3.3621, 0.9755, 6.0802)",91.03258620689655,91.2407619766126,B1AJ89,3.6.4.12,3,6,4,12,2641,2,0
AF_Q8Z2Z9,"(-0.9871, 4.4515, -0.4298)",96.9310262529833,96.83823970037452,Q03Y25,2.1.2.1,2,1,2,1,1075,138,7
AF_A5G7Z5,"(-1.4384, 7.3865, -15.6441)",95.05052631578944,95.34290880503146,B2V6N2,2.1.1.228,2,1,1,228,989,238,14
AF_Q71XE0,"(-29.271, -0.743, 20.0646)",97.3723956043956,97.42610344827588,Q9HTD7,4.2.1.2,4,2,1,2,2870,876,31
AF_B4SC59,"(-3.5581, 9.2164, 0.9156)",93.65956204379565,93.96160113690196,P08624,1.18.6.1,1,18,6,1,536,1432,43
AF_I0IUP4,"(-25.9261, 5.8373, 20.4692)",58.521522668947824,58.95428304170794,F1QDI9,3.6.4.12,3,6,4,12,2641,1556,0
AF_Q9A0H4,"(-19.7288, -5.4052, 31.3409)",88.4377217553688,88.56282829435254,A3CNU0,3.6.4.12,3,6,4,12,2641,2616,0
AF_O74191,"(-12.9345, -9.6949, 13.8772)",72.24662049861496,72.06795866569978,O74191,5.2.1.8,5,2,1,8,3108,2604,9
AF_Q16DV7,"(6.4298, -2.6586, -4.533)",91.51703875968992,91.52869867340492,Q5WF63,2.2.1.7,2,2,1,7,1104,311,17
